word_id	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_conj_id
3451	perfective	приступать	приступи'	приступи'те	приступи'л	приступи'ла	приступи'ло	приступи'ли	2352
3462	perfective	удивлять	удиви'	удиви'те	удиви'л	удиви'ла	удиви'ло	удиви'ли	2035
3463	perfective	защищать	защити'	защити'те	защити'л	защити'ла	защити'ло	защити'ли	538
3466	perfective	молчать	промолчи'	промолчи'те	промолча'л	промолча'ла	промолча'ло	промолча'ли	2353
3472	imperfective	достичь,достигнуть	достига'й	достига'йте	достига'л	достига'ла	достига'ло	достига'ли	380
3475	perfective	предоставлять	предоста'вь	предоста'вьте	предоста'вил	предоста'вила	предоста'вило	предоста'вили	1372
3476	perfective	отнимать,отымать	отними'	отними'те	о'тнял,отня'л	отняла'	о'тняло,отня'ло	о'тняли,отня'ли	1026
3487	imperfective	прошептать,шепнуть	шепчи'	шепчи'те	шепта'л	шепта'ла	шепта'ло	шепта'ли	2196
3488	imperfective	звучать	прозвучи'	прозвучи'те	прозвуча'л	прозвуча'ла	прозвуча'ло	прозвуча'ли	2354
3489	imperfective	присниться	сни'сь	сни'тесь	сни'лся	сни'лась	сни'лось	сни'лись	1825
3493	perfective	кланяться	поклони'сь	поклони'тесь	поклони'лся	поклони'лась	поклони'лось	поклони'лись	2355
3494	perfective	портить	испо'рти//испо'рть	испо'ртите//испо'ртьте	испо'ртил	испо'ртила	испо'ртило	испо'ртили	2356
3495	perfective	оказывать	оказа'й	оказа'йте	оказа'л	оказа'ла	оказа'ло	оказа'ли	925
3496	imperfective	испугать,напугать,пугнуть	пуга'й	пуга'йте	пуга'л	пуга'ла	пуга'ло	пуга'ли	1594
3498	perfective	откладывать,отлагать	отложи'	отложи'те	отложи'л	отложи'ла	отложи'ло	отложи'ли	1018
3500	imperfective	пожрать,сожрать	жри'	жри'те	жра'л	жрала'	жра'ло	жра'ли	416
3501	perfective	выпиливать	вы'пили	вы'пилите	вы'пилил	вы'пилила	вы'пилило	вы'пилили	2357
3503	imperfective	вступить	вступа'й	вступа'йте	вступа'л	вступа'ла	вступа'ло	вступа'ли	187
3505	perfective	выживать	вы'живи	вы'живите	вы'жил	вы'жила	вы'жило	вы'жили	2358
3509	perfective	извлекать	извлеки'	извлеки'те	извлёк	извлекла'	извлекло'	извлекли'	569
3516	perfective	сводить							13882
3517	imperfective	провестись	проводи'сь	проводи'тесь	проводи'лся	проводи'лась	проводи'лось	проводи'лись	1521
3518	perfective	отказывать	откажи'	откажи'те	отказа'л	отказа'ла	отказа'ло	отказа'ли	2359
3524	perfective	влезать	вле'зь	вле'зьте	вле'з	вле'зла	вле'зло	вле'зли	2360
3527	perfective	забрасывать	забро'сь	забро'сьте	забро'сил	забро'сила	забро'сило	забро'сили	2361
3531	perfective	заполнять	запо'лни	запо'лните	запо'лнил	запо'лнила	запо'лнило	запо'лнили	504
3535	imperfective	вытереть	вытира'й	вытира'йте	вытира'л	вытира'ла	вытира'ло	вытира'ли	276
3538	imperfective	сверкнуть	сверка'й	сверка'йте	сверка'л	сверка'ла	сверка'ло	сверка'ли	1735
3539	perfective	тыкать	ткни'	ткни'те	ткну'л	ткну'ла	ткну'ло	ткну'ли	1974
3542	perfective	отставать	отста'нь	отста'ньте	отста'л	отста'ла	отста'ло	отста'ли	2362
3544	imperfective	поделиться,разделиться	дели'сь	дели'тесь	дели'лся	дели'лась	дели'лось	дели'лись	2363
3547	imperfective	потрясти,тряхнуть	тряси'	тряси'те	тря'с	трясла'	трясло'	трясли'	1996
3548	perfective	развёртываться,разворачиваться	разверни'сь	разверни'тесь	разверну'лся	разверну'лась	разверну'лось	разверну'лись	2364
3552	imperfective	отступить	отступа'й	отступа'йте	отступа'л	отступа'ла	отступа'ло	отступа'ли	1054
3553	perfective	проваливаться	провали'сь	провали'тесь	провали'лся	провали'лась	провали'лось	провали'лись	2365
3554	imperfective	отпустить	отпуска'й	отпуска'йте	отпуска'л	отпуска'ла	отпуска'ло	отпуска'ли	1036
3557	imperfective	попрощаться,проститься	проща'йся	проща'йтесь	проща'лся	проща'лась	проща'лось	проща'лись	1585
3558	imperfective	приняться	принима'йся	принима'йтесь	принима'лся	принима'лась	принима'лось	принима'лись	1479
3561	imperfective	обругать,выругать,заругать,ругнуть	руга'й	руга'йте	руга'л	руга'ла	руга'ло	руга'ли	1720
3565	perfective	оглядываться	огляди'сь	огляди'тесь	огляде'лся	огляде'лась	огляде'лось	огляде'лись	2366
3567	imperfective	проявить	проявля'й	проявля'йте	проявля'л	проявля'ла	проявля'ло	проявля'ли	1587
3573	imperfective	-	торгу'й	торгу'йте	торгова'л	торгова'ла	торгова'ло	торгова'ли	2367
3575	perfective	относить	отнеси'	отнеси'те	отнёс	отнесла'	отнесло'	отнесли'	1023
3582	perfective	уносить	унеси'	унеси'те	унёс	унесла'	унесло'	унесли'	2084
3583	imperfective	покатиться	кати'сь	кати'тесь	кати'лся	кати'лась	кати'лось	кати'лись	635
3584	perfective	разделять	раздели'	раздели'те	раздели'л	раздели'ла	раздели'ло	раздели'ли	1640
3586	imperfective	прогреметь,загреметь	греми'	греми'те	греме'л	греме'ла	греме'ло	греме'ли	316
3590	imperfective	придать	придава'й	придава'йте	придава'л	придава'ла	придава'ло	придава'ли	2368
3592	perfective	избавляться	изба'вься	изба'вьтесь	изба'вился	изба'вилась	изба'вилось	изба'вились	2369
3594	perfective	плевать	плю'нь	плю'ньте	плю'нул	плю'нула	плю'нуло	плю'нули	1128
3595	perfective	убеждать	убеди'	убеди'те	убеди'л	убеди'ла	убеди'ло	убеди'ли	2003
3597	perfective	рассчитывать	рассчита'й	рассчита'йте	рассчита'л	рассчита'ла	рассчита'ло	рассчита'ли	1691
3598	perfective	выгонять	вы'гони	вы'гоните	вы'гнал	вы'гнала	вы'гнало	вы'гнали	205
3599	perfective	прохаживаться;проходиться	пройди'сь	пройди'тесь	прошёлся	прошла'сь	прошло'сь	прошли'сь	2370
3600	perfective	зажимать	зажми'	зажми'те	зажа'л	зажа'ла	зажа'ло	зажа'ли	2371
3601	perfective	прижиматься	прижми'сь	прижми'тесь	прижа'лся	прижа'лась	прижа'лось	прижа'лись	2372
3609	imperfective	измучиться,намучиться,помучиться	му'чься	му'чьтесь	му'чился	му'чилась	му'чилось	му'чились	2373
3617	perfective	стучать,стукать	сту'кни	сту'кните	сту'кнул	сту'кнула	сту'кнуло	сту'кнули	1949
3618	imperfective	освидетельствовать,засвидетельствовать	свиде'тельствуй	свиде'тельствуйте	свиде'тельствовал	свиде'тельствовала	свиде'тельствовало	свиде'тельствовали	1740
3619	perfective	скрывать	скро'й	скро'йте	скры'л	скры'ла	скры'ло	скры'ли	1789
3622	imperfective	понаблюдаться	наблюда'йся	наблюда'йтесь	наблюда'лся	наблюда'лась	наблюда'лось	наблюда'лись	756
3623	imperfective	ступить	ступа'й	ступа'йте	ступа'л	ступа'ла	ступа'ло	ступа'ли	2374
3628	perfective		поко'нчи	поко'нчите	поко'нчил	поко'нчила	поко'нчило	поко'нчили	1246
3640	imperfective	мелькнуть,замелькать	мелька'й	мелька'йте	мелька'л	мелька'ла	мелька'ло	мелька'ли	724
3641	imperfective	одеться	одева'йся	одева'йтесь	одева'лся	одева'лась	одева'лось	одева'лись	912
3642	perfective	кидать	ки'нь	ки'ньте	ки'нул	ки'нула	ки'нуло	ки'нули	644
3645	perfective	заваливать	завали'	завали'те	завали'л	завали'ла	завали'ло	завали'ли	2375
3646	perfective	дёргать	дёрни	дёрните	дёрнул	дёрнула	дёрнуло	дёрнули	2376
3650	imperfective	побеспокоить,обеспокоить	безпоко'й	безпоко'йте	беспоко'ил	беспоко'ила	беспоко'ило	беспоко'или	13883
3651	imperfective	раздаться	раздава'йся	раздава'йтесь	раздава'лся	раздава'лась	раздава'лось	раздава'лись	1635
3658	perfective	заставать	заста'нь	заста'ньте	заста'л	заста'ла	заста'ло	заста'ли	2377
3659	imperfective	протянуть	протя'гивай	протя'гивайте	протя'гивал	протя'гивала	протя'гивало	протя'гивали	1579
3662	perfective	прилетать	прилети'	прилети'те	прилете'л	прилете'ла	прилете'ло	прилете'ли	2378
3665	imperfective	извиниться	извиня'йся	извиня'йтесь	извиня'лся	извиня'лась	извиня'лось	извиня'лись	567
3667	perfective	гаснуть;погасать	пога'сни	пога'сните	пога'с	пога'сла	пога'сло	пога'сли	2379
3669	perfective	обижать	оби'дь	оби'дьте	оби'дел	оби'дела	оби'дело	оби'дели	851
3674	imperfective	взволновать	волну'й	волну'йте	волнова'л	волнова'ла	волнова'ло	волнова'ли	140
3677	perfective	возбуждать	возбуди'	возбуди'те	возбуди'л	возбуди'ла	возбуди'ло	возбуди'ли	115
3685	perfective	гореть	сгори'	сгори'те	сгоре'л	сгоре'ла	сгоре'ло	сгоре'ли	1750
3686	imperfective	расположиться	располага'йся	располага'йтесь	располага'лся	располага'лась	располага'лось	располага'лись	2380
3694	perfective	проникать	прони'кни	прони'кните	прони'к,прони'кнул	прони'кла,прони'кнула	прони'кло,прони'кнуло	прони'кли,прони'кнули	1555
3697	perfective	зажигать	зажги'	зажги'те	зажёг	зажгла'	зажгло'	зажгли'	457
3699	perfective	-	очути'сь	очути'тесь	очути'лся	очути'лась	очути'лось	очути'лись	2381
3700	imperfective	оказать	ока'зывай	ока'зывайте	ока'зывал	ока'зывала	ока'зывало	ока'зывали	927
3706	imperfective	-	вози'	вози'те	вози'л	вози'ла	вози'ло	вози'ли	127
3708	perfective	опубликовывать,публиковать	опублику'й	опублику'йте	опубликова'л	опубликова'ла	опубликова'ло	опубликова'ли	957
3711	perfective	разбивать	разбе'й	разбе'йте	разби'л	разби'ла	разби'ло	разби'ли	1614
3718	imperfective	оценить,заценить	цени'	цени'те	цени'л	цени'ла	цени'ло	цени'ли	2180
3724	perfective	вкладывать,влагать	вложи'	вложи'те	вложи'л	вложи'ла	вложи'ло	вложи'ли	2382
3725	perfective	выбивать	вы'бей	вы'бейте	вы'бил	вы'била	вы'било	вы'били	200
3729	perfective	прибавлять	приба'вь	приба'вьте	приба'вил	приба'вила	приба'вило	приба'вили	1413
3731	imperfective	вынести	выноси'	выноси'те	выноси'л	выноси'ла	выноси'ло	выноси'ли	236
3735	perfective	касаться	косни'сь	косни'тесь	косну'лся	косну'лась	косну'лось	косну'лись	2384
3737	imperfective	задохнуться	задыха'йся	задыха'йтесь	задыха'лся	задыха'лась	задыха'лось	задыха'лись	456
3740	imperfective	сохраниться	храни'сь	храни'тесь	храни'лся	храни'лась	храни'лось	храни'лись	2385
3746	perfective	разрывать,рвать	разорви'	разорви'те	разорва'л	разорвала'	разорва'ло	разорва'ли	2386
3751	perfective	доноситься	донеси'сь	донеси'тесь	донёсся	донесла'сь	донесло'сь	донесли'сь	2387
3752	perfective	перехватывать	перехвати'	перехвати'те	перехвати'л	перехвати'ла	перехвати'ло	перехвати'ли	2388
3754	imperfective	воспринять	воспринима'й	воспринима'йте	воспринима'л	воспринима'ла	воспринима'ло	воспринима'ли	160
3760	imperfective	поруководить	руководи'	руководи'те	руководи'л	руководи'ла	руководи'ло	руководи'ли	1721
3761	perfective	задерживаться	задержи'сь	задержи'тесь	задержа'лся	задержа'лась	задержа'лось	задержа'лись	2389
3766	perfective	падать	пади'	пади'те	па'л	па'ла	па'ло	па'ли	1074
3768	perfective	перевёртывать,переворачивать	переверни'	переверни'те	переверну'л	переверну'ла	переверну'ло	переверну'ли	1078
3771	imperfective	надеть	надева'й	надева'йте	надева'л	надева'ла	надева'ло	надева'ли	760
3775	perfective	увозить	увези'	увези'те	увёз	увезла'	увезло'	увезли'	2390
3776	imperfective	нарушить	наруша'й	наруша'йте	наруша'л	наруша'ла	наруша'ло	наруша'ли	805
3778	perfective	завёртывать,заворачивать	заверни'	заверни'те	заверну'л	заверну'ла	заверну'ло	заверну'ли	429
3783	both	порекомендовать	рекоменду'й	рекоменду'йте	рекомендова'л	рекомендова'ла	рекомендова'ло	рекомендова'ли	1703
3786	perfective	спускать	спусти'	спусти'те	спусти'л	спусти'ла	спусти'ло	спусти'ли	2391
3787	imperfective	набрать	набира'й	набира'йте	набира'л	набира'ла	набира'ло	набира'ли	754
3791	imperfective	заработать	зараба'тывай	зараба'тывайте	зараба'тывал	зараба'тывала	зараба'тывало	зараба'тывали	513
3793	imperfective	перевести	переводи'	переводи'те	переводи'л	переводи'ла	переводи'ло	переводи'ли	1080
3797	perfective	обретать	обрети'	обрети'те	обрёл	обрела'	обрело'	обрели'	2392
3802	imperfective	допустить	допуска'й	допуска'йте	допуска'л	допуска'ла	допуска'ло	допуска'ли	371
3805	perfective	сжимать,жать	сожми'	сожми'те	сжа'л	сжа'ла	сжа'ло	сжа'ли	1766
3809	perfective	коситься	покоси'сь	покоси'тесь	покоси'лся	покоси'лась	покоси'лось	покоси'лись	2393
3812	perfective	отступать	отступи'	отступи'те	отступи'л	отступи'ла	отступи'ло	отступи'ли	1055
3816	perfective	расстёгивать	расстегни'	расстегни'те	расстегну'л	расстегну'ла	расстегну'ло	расстегну'ли	2394
3826	perfective	упираться	упри'сь	упри'тесь	упёрся	упёрлась	упёрлось	упёрлись	2091
3830	imperfective	покрутиться	крути'сь	крути'тесь	крути'лся	крути'лась	крути'лось	крути'лись	2395
3832	perfective	осведомляться	осве'домись//осве'домься	осве'домьтесь	осве'домился	осве'домилась	осве'домилось	осве'домились	2396
3833	both		дро'гни	дро'гните	дро'гнул	дро'гнула	дро'гнуло	дро'гнули	2397
3836	imperfective	прикрыть	прикрыва'й	прикрыва'йте	прикрыва'л	прикрыва'ла	прикрыва'ло	прикрыва'ли	1459
3839	perfective	упоминать	упомяни'	упомяни'те	упомяну'л	упомяну'ла	упомяну'ло	упомяну'ли	2095
3840	perfective	вцепляться	вцепи'сь	вцепи'тесь	вцепи'лся	вцепи'лась	вцепи'лось	вцепи'лись	2398
3842	perfective	печатать	напеча'тай	напеча'тайте	напеча'тал	напеча'тала	напеча'тало	напеча'тали	789
3850	imperfective	раздражить	раздража'й	раздража'йте	раздража'л	раздража'ла	раздража'ло	раздража'ли	1644
3854	perfective	уточнять	уточни'	уточни'те	уточни'л	уточни'ла	уточни'ло	уточни'ли	2399
3856	imperfective	обеспечить	обеспе'чивай	обеспе'чивайте	обеспе'чивал	обеспе'чивала	обеспе'чивало	обеспе'чивали	848
3863	perfective	засовывать	засу'нь	засу'ньте	засу'нул	засу'нула	засу'нуло	засу'нули	2400
3869	imperfective	пообедать	обе'дай	обе'дайте	обе'дал	обе'дала	обе'дало	обе'дали	846
3878	imperfective	прожить	прожива'й	прожива'йте	прожива'л	прожива'ла	прожива'ло	прожива'ли	1536
3880	perfective	расставаться	расста'нься	расста'ньтесь	расста'лся	расста'лась	расста'лось	расста'лись	1689
3892	imperfective	потемнеть,стемнеть	темне'й	темне'йте	темне'л	темне'ла	темне'ло	темне'ли	2401
3893	perfective	задумывать	заду'май	заду'майте	заду'мал	заду'мала	заду'мало	заду'мали	2402
3895	perfective	пробивать	пробе'й	пробе'йте	проби'л	проби'ла	проби'ло	проби'ли	2403
3896	imperfective	вглядеться	вгля'дывайся	вгля'дывайтесь	вгля'дывался	вгля'дывалась	вгля'дывалось	вгля'дывались	2404
3903	imperfective	почувствоваться	чу'вствуйся	чу'вствуйтесь	чу'вствовался	чу'вствовалась	чу'вствовалось	чу'вствовались	2190
3906	imperfective	добавить	добавля'й	добавля'йте	добавля'л	добавля'ла	добавля'ло	добавля'ли	344
3908	perfective	добывать	добу'дь	добу'дьте	добы'л	добы'ла	добы'ло	добы'ли	350
3909	perfective	подъезжать			подъе'хал	подъе'хала	подъе'хало	подъе'хали	2405
3917	perfective	сдвигать	сдви'нь	сдви'ньте	сдви'нул	сдви'нула	сдви'нуло	сдви'нули	2406
3923	imperfective	направиться	направля'йся	направля'йтесь	направля'лся	направля'лась	направля'лось	направля'лись	798
3926	imperfective	подремать,задремать,вздремнуть	дремли'	дремли'те	дрема'л	дрема'ла	дрема'ло	дрема'ли	389
3932	perfective	наказывать	накажи'	накажи'те	наказа'л	наказа'ла	наказа'ло	наказа'ли	774
3934	perfective	сталкиваться	столкни'сь	столкни'тесь	столкну'лся	столкну'лась	столкну'лось	столкну'лись	2407
3936	perfective	вмешиваться	вмеша'йся	вмеша'йтесь	вмеша'лся	вмеша'лась	вмеша'лось	вмеша'лись	107
3938	imperfective	перебрать	перебира'й	перебира'йте	перебира'л	перебира'ла	перебира'ло	перебира'ли	2408
3940	perfective	опаздывать	опозда'й	опозда'йте	опозда'л	опозда'ла	опозда'ло	опозда'ли	944
3941	imperfective	пообщаться,общнуться	обща'йся	обща'йтесь	обща'лся	обща'лась	обща'лось	обща'лись	886
3945	imperfective	покачать,качнуть	кача'й	кача'йте	кача'л	кача'ла	кача'ло	кача'ли	636
3948	imperfective	сдаться	сдава'йся	сдава'йтесь	сдава'лся	сдава'лась	сдава'лось	сдава'лись	1754
3949	imperfective	продлиться	дли'сь	дли'тесь	дли'лся	дли'лась	дли'лось	дли'лись	2409
3951	imperfective	окружить	окружа'й	окружа'йте	окружа'л	окружа'ла	окружа'ло	окружа'ли	933
3953	imperfective	уговорить	угова'ривай	угова'ривайте	угова'ривал	угова'ривала	угова'ривало	угова'ривали	2410
3959	imperfective	описать	опи'сывай	опи'сывайте	опи'сывал	опи'сывала	опи'сывало	опи'сывали	941
3962	perfective	прятаться	спря'чься	спря'чьтесь	спря'тался	спря'талась	спря'талось	спря'тались	1913
3963	perfective	улавливать	улови'	улови'те	улови'л	улови'ла	улови'ло	улови'ли	2065
3970	imperfective		ве'дай	ве'дайте	ве'дал	ве'дала	ве'дало	ве'дали	62
3972	imperfective	управить	управля'й	управля'йте	управля'л	управля'ла	управля'ло	управля'ли	2099
3975	perfective	гладить	погла'дь	погла'дьте	погла'дил	погла'дила	погла'дило	погла'дили	1151
3982	imperfective	успокоить	успока'ивай	успока'ивайте	успока'ивал	успока'ивала	успока'ивало	успока'ивали	2123
3985	perfective	возмущаться	возмути'сь	возмути'тесь	возмути'лся	возмути'лась	возмути'лось	возмути'лись	2411
3988	perfective	виснуть,повисать	пови'сни	пови'сните	пови'с	пови'сла	пови'сло	пови'сли	2412
3991	perfective	стрелять,выстреливать	вы'стрели	вы'стрелите	вы'стрелил	вы'стрелила	вы'стрелило	вы'стрелили	268
3996	imperfective	скрутить,закрутить	крути'	крути'те	крути'л	крути'ла	крути'ло	крути'ли	686
4000	perfective	переспрашивать	переспроси'	переспроси'те	переспроси'л	переспроси'ла	переспроси'ло	переспроси'ли	2413
4001	imperfective	подтвердить	подтвержда'й	подтвержда'йте	подтвержда'л	подтвержда'ла	подтвержда'ло	подтвержда'ли	1205
4003	both		приве'тствуй	приве'тствуйте	приве'тствовал	приве'тствовала	приве'тствовало	приве'тствовали	2414
4004	imperfective	опереться	опира'йся	опира'йтесь	опира'лся	опира'лась	опира'лось	опира'лись	2415
4007	imperfective	сжать	сжима'й	сжима'йте	сжима'л	сжима'ла	сжима'ло	сжима'ли	1769
4009	perfective	подмигивать	подмигни'	подмигни'те	подмигну'л	подмигну'ла	подмигну'ло	подмигну'ли	2416
4012	imperfective	плюнуть	плю'й	плю'йте	плева'л	плева'ла	плева'ло	плева'ли	1123
4018	perfective	заносить	занеси'	занеси'те	занёс	занесла'	занесло'	занесли'	2417
4023	imperfective	позаботиться	забо'ться	забо'тьтесь	забо'тился	забо'тилась	забо'тилось	забо'тились	423
4025	perfective	шептать	шепни'	шепни'те	шепну'л	шепну'ла	шепну'ло	шепну'ли	2195
4027	perfective	уцелевать	уцеле'й	уцеле'йте	уцеле'л	уцеле'ла	уцеле'ло	уцеле'ли	2418
4028	perfective	помирать	помри'	помри'те	по'мер	по'мерла	по'мерло	по'мерли	1269
4029	imperfective	оттаять,подтаять,растаять	та'й	та'йте	та'ял	та'яла	та'яло	та'яли	2419
4032	perfective	разрабатывать	разрабо'тай	разрабо'тайте	разрабо'тал	разрабо'тала	разрабо'тало	разрабо'тали	1652
4034	perfective	отбрасывать	отбро'сь	отбро'сьте	отбро'сил	отбро'сила	отбро'сило	отбро'сили	2420
4035	perfective	швырять	швырни'	швырни'те	швырну'л	швырну'ла	швырну'ло	швырну'ли	2421
4041	perfective	упускать	упусти'	упусти'те	упусти'л	упусти'ла	упусти'ло	упусти'ли	2103
4042	imperfective	прижать	прижима'й	прижима'йте	прижима'л	прижима'ла	прижима'ло	прижима'ли	2422
4044	perfective	расставлять	расста'вь	расста'вьте	расста'вил	расста'вила	расста'вило	расста'вили	1687
4050	imperfective	сохранить	сохраня'й	сохраня'йте	сохраня'л	сохраня'ла	сохраня'ло	сохраня'ли	1891
4052	imperfective	застонать,простонать	стони'	стони'те	стона'л	стона'ла	стона'ло	стона'ли	2423
4055	imperfective	сберечь,уберечь	береги'	береги'те	берёг	берегла'	берегло'	берегли'	13
4056	imperfective	зазвенеть,прозвенеть	звени'	звени'те	звене'л	звене'ла	звене'ло	звене'ли	2424
4060	perfective	проигрывать	проигра'й	проигра'йте	проигра'л	проигра'ла	проигра'ло	проигра'ли	1538
4062	imperfective	подуть,дунуть	ду'й	ду'йте	ду'л	ду'ла	ду'ло	ду'ли	393
4066	imperfective	взреветь,зареветь,прореветь	реви'	реви'те	реве'л	реве'ла	реве'ло	реве'ли	2425
4069	perfective	деваться	де'нься	де'ньтесь	де'лся	де'лась	де'лось	де'лись	2426
4084	imperfective	опуститься	опуска'йся	опуска'йтесь	опуска'лся	опуска'лась	опуска'лось	опуска'лись	2427
4085	perfective	буркать,бурчать	бу'ркни	бу'ркните	бу'ркнул	бу'ркнула	бу'ркнуло	бу'ркнули	2428
4086	imperfective	забрать	забира'й	забира'йте	забира'л	забира'ла	забира'ло	забира'ли	420
4095	perfective	поручать	поручи'	поручи'те	поручи'л	поручи'ла	поручи'ло	поручи'ли	2429
4096	imperfective	выкупаться,искупаться	купа'йся	купа'йтесь	купа'лся	купа'лась	купа'лось	купа'лись	2430
4098	imperfective	привлечь	привлека'й	привлека'йте	привлека'л	привлека'ла	привлека'ло	привлека'ли	1422
4099	imperfective	сочинить	сочиня'й	сочиня'йте	сочиня'л	сочиня'ла	сочиня'ло	сочиня'ли	2431
4100	imperfective	свести	своди'	своди'те	своди'л	своди'ла	своди'ло	своди'ли	1745
4102	imperfective	помолиться	моли'сь	моли'тесь	моли'лся	моли'лась	моли'лось	моли'лись	738
4108	perfective	напиваться	напе'йся	напе'йтесь	напи'лся	напила'сь	напи'лось	напи'лись	792
4111	perfective	уводить	уведи'	уведи'те	увёл	увела'	увело'	увели'	2019
4114	perfective	выключать	вы'ключи	вы'ключите	вы'ключил	вы'ключила	вы'ключило	вы'ключили	226
4118	imperfective	добиться	добива'йся	добива'йтесь	добива'лся	добива'лась	добива'лось	добива'лись	345
4119	imperfective	вздрогнуть	вздра'гивай	вздра'гивайте	вздра'гивал	вздра'гивала	вздра'гивало	вздра'гивали	81
4122	imperfective	выделиться	выделя'йся	выделя'йтесь	выделя'лся	выделя'лась	выделя'лось	выделя'лись	2432
4125	imperfective	обойти	обходи'	обходи'те	обходи'л	обходи'ла	обходи'ло	обходи'ли	884
4127	imperfective	примениться	применя'йся	применя'йтесь	применя'лся	применя'лась	применя'лось	применя'лись	1471
4134	imperfective	метнуться	мечи'сь	мечи'тесь	мета'лся	мета'лась	мета'лось	мета'лись	2433
4135	perfective	утрачивать	утра'ть	утра'тьте	утра'тил	утра'тила	утра'тило	утра'тили	2144
4140	perfective	подносить	поднеси'	поднеси'те	поднёс	поднесла'	поднесло'	поднесли'	2434
4149	imperfective	покушать,скушать	ку'шай	ку'шайте	ку'шал	ку'шала	ку'шало	ку'шали	694
4150	imperfective	повернуть,поворотить	повора'чивай	повора'чивайте	повора'чивал	повора'чивала	повора'чивало	повора'чивали	1144
4151	imperfective	объясниться	объясня'йся	объясня'йтесь	объясня'лся	объясня'лась	объясня'лось	объясня'лись	899
4152	perfective	приоткрывать	приоткро'й	приоткро'йте	приоткры'л	приоткры'ла	приоткры'ло	приоткры'ли	2435
4153	imperfective	пропустить	пропуска'й	пропуска'йте	пропуска'л	пропуска'ла	пропуска'ло	пропуска'ли	1559
4165	imperfective	отреагировать,среагировать	реаги'руй	реаги'руйте	реаги'ровал	реаги'ровала	реаги'ровало	реаги'ровали	2436
4166	perfective	удерживать	удержи'	удержи'те	удержа'л	удержа'ла	удержа'ло	удержа'ли	2437
4167	perfective	пробегать	пробеги'	пробеги'те	пробежа'л	пробежа'ла	пробежа'ло	пробежа'ли	2438
4171	perfective	предназначать	предназна'чь	предназна'чьте	предназна'чил	предназна'чила	предназна'чило	предназна'чили	1371
4173	imperfective	призвать	призыва'й	призыва'йте	призыва'л	призыва'ла	призыва'ло	призыва'ли	1449
4175	perfective	схватываться,хвататься	схвати'сь	схвати'тесь	схвати'лся	схвати'лась	схвати'лось	схвати'лись	2439
4177	perfective	склоняться	склони'сь	склони'тесь	склони'лся	склони'лась	склони'лось	склони'лись	2440
4182	perfective	требоваться	потре'буйся	потре'буйтесь	потре'бовался	потре'бовалась	потре'бовалось	потре'бовались	1338
4188	both	поче'сть	почита'й	почита'йте	почита'л	почита'ла	почита'ло	почита'ли	2441
4189	imperfective	обмануть	обма'нывай	обма'нывайте	обма'нывал	обма'нывала	обма'нывало	обма'нывали	861
4190	perfective	забираться	забери'сь	забери'тесь	забра'лся	забрала'сь	забра'лось//забрало'сь	забра'лись//забрали'сь	2442
4192	imperfective	послушаться	слу'шайся	слу'шайтесь	слу'шался	слу'шалась	слу'шалось	слу'шались	1802
4196	perfective	нахмуриваться,хмуриться	нахму'рься	нахму'рьтесь	нахму'рился	нахму'рилась	нахму'рилось	нахму'рились	2443
4201	imperfective	связать	свя'зывай	свя'зывайте	свя'зывал	свя'зывала	свя'зывало	свя'зывали	1748
4202	imperfective	полюбоваться,залюбоваться	любу'йся	любу'йтесь	любова'лся	любова'лась	любова'лось	любова'лись	2444
4205	perfective	лопаться	ло'пни	ло'пните	ло'пнул	ло'пнула	ло'пнуло	ло'пнули	2445
4208	perfective	обрывать	оборви'	оборви'те	оборва'л	оборвала'	оборва'ло	оборва'ли	2446
4210	imperfective	погладить	гла'дь	гла'дьте	гла'дил	гла'дила	гла'дило	гла'дили	295
4212	perfective	освобождаться	освободи'сь	освободи'тесь	освободи'лся	освободи'лась	освободи'лось	освободи'лись	2447
4213	perfective	ползти	поползи'	поползи'те	попо'лз	поползла'	поползло'	поползли'	2448
4219	imperfective	проскрипеть,скрипнуть	скрипи'	скрипи'те	скрипе'л	скрипе'ла	скрипе'ло	скрипе'ли	1785
4222	perfective	отвозить	отвези'	отвези'те	отвёз	отвезла'	отвезло'	отвезли'	2449
4226	imperfective	-	пресле'дуй	пресле'дуйте	пресле'довал	пресле'довала	пресле'довало	пресле'довали	2450
4229	perfective	подсказывать	подскажи'	подскажи'те	подсказа'л	подсказа'ла	подсказа'ло	подсказа'ли	1194
4233	imperfective	проявиться	проявля'йся	проявля'йтесь	проявля'лся	проявля'лась	проявля'лось	проявля'лись	2451
4236	perfective	издавать	изда'й	изда'йте	изда'л	издала'	изда'ло,издало'	изда'ли	574
4237	imperfective	узнать	узнава'й	узнава'йте	узнава'л	узнава'ла	узнава'ло	узнава'ли	2050
4238	imperfective	угрозить	угрожа'й	угрожа'йте	угрожа'л	угрожа'ла	угрожа'ло	угрожа'ли	2030
4242	perfective	залезать	зале'зь	зале'зьте	зале'з	зале'зла	зале'зло	зале'зли	479
4245	imperfective		разма'хивай	разма'хивайте	разма'хивал	разма'хивала	разма'хивало	разма'хивали	1648
4246	perfective	преодолевать	преодоле'й	преодоле'йте	преодоле'л	преодоле'ла	преодоле'ло	преодоле'ли	2452
4247	perfective	основывать	осну'й	осну'йте	основа'л	основа'ла	основа'ло	основа'ли	974
